expense_id,expense_date,department_id,expense_type,amount
3922,2025-01-27,5,Software,1685.08
3923,2025-01-27,3,Salary,6853.04
3924,2025-01-27,5,Office,794.65
3925,2025-01-27,5,Marketing,6793.03
3926,2025-01-28,3,Cloud Hosting,3206.85
3927,2025-01-28,2,Travel,3246.06
3928,2025-01-28,4,Software,1913.87
3929,2025-01-28,5,Salary,5781.44
3930,2025-01-28,3,Travel,583.47
3931,2025-01-28,2,Software,249.29
3932,2025-01-28,3,Travel,285.66
3933,2025-01-28,3,Cloud Hosting,2135.0
3934,2025-01-28,1,Cloud Hosting,4400.48
3935,2025-01-28,3,Marketing,1523.44
3936,2025-01-28,2,Travel,3442.14
3937,2025-01-28,5,Travel,1386.51
3938,2025-01-28,1,Travel,2274.58
3939,2025-01-29,4,Travel,3760.32
3940,2025-01-29,1,Cloud Hosting,451.69
3941,2025-01-29,3,Software,681.48
3942,2025-01-29,2,Salary,7042.33
3943,2025-01-29,3,Office,1393.84
3944,2025-01-29,1,Office,429.86
3945,2025-01-30,5,Travel,2871.75
3946,2025-01-30,3,Salary,14810.56
3947,2025-01-30,5,Software,2243.94
3948,2025-01-30,5,Salary,9787.71
3949,2025-01-30,3,Marketing,6063.31
3950,2025-01-30,1,Salary,9965.97
3951,2025-01-31,3,Office,704.12
3952,2025-01-31,2,Cloud Hosting,400.78
3953,2025-01-31,1,Salary,12736.13
3954,2025-01-31,5,Marketing,5256.97
3955,2025-01-31,1,Software,1702.24
3956,2025-01-31,4,Salary,12656.82
3957,2025-01-31,2,Office,701.61
3958,2025-01-31,5,Software,499.53
3959,2025-02-01,5,Salary,14825.35
3960,2025-02-01,3,Cloud Hosting,1210.13
3961,2025-02-01,1,Software,790.69
3962,2025-02-01,5,Salary,5100.5
3963,2025-02-01,5,Software,1747.34
3964,2025-02-01,2,Salary,13126.22
3965,2025-02-01,1,Salary,6267.16
3966,2025-02-01,3,Marketing,1306.04
3967,2025-02-01,5,Cloud Hosting,3379.48
3968,2025-02-01,3,Marketing,1908.01
3969,2025-02-01,4,Software,2006.99
3970,2025-02-01,1,Office,206.93
3971,2025-02-02,4,Marketing,5936.79
3972,2025-02-02,2,Cloud Hosting,2384.65
3973,2025-02-02,3,Cloud Hosting,3966.98
3974,2025-02-02,2,Cloud Hosting,2776.17
3975,2025-02-02,3,Cloud Hosting,3579.53
3976,2025-02-02,1,Travel,405.19
3977,2025-02-02,5,Software,1510.0
3978,2025-02-02,2,Salary,14120.49
3979,2025-02-02,2,Travel,1358.77
3980,2025-02-02,2,Travel,666.44
3981,2025-02-02,2,Office,150.21
3982,2025-02-02,4,Marketing,5549.36
3983,2025-02-02,1,Software,161.74
3984,2025-02-03,3,Cloud Hosting,3064.73
3985,2025-02-03,1,Cloud Hosting,580.68
3986,2025-02-03,4,Travel,2082.36
3987,2025-02-03,4,Software,1387.66
3988,2025-02-03,2,Marketing,3655.29
3989,2025-02-04,5,Software,251.55
3990,2025-02-04,1,Cloud Hosting,2845.28
3991,2025-02-04,1,Cloud Hosting,4577.25
3992,2025-02-04,3,Cloud Hosting,4108.15
3993,2025-02-04,2,Travel,3077.56
3994,2025-02-04,5,Cloud Hosting,2340.16
3995,2025-02-04,1,Software,2441.45
3996,2025-02-04,4,Travel,3819.4
3997,2025-02-04,3,Office,1301.92
3998,2025-02-04,4,Travel,1810.57
3999,2025-02-04,5,Office,1176.62
4000,2025-02-04,2,Cloud Hosting,4813.43
4001,2025-02-04,2,Software,482.43
4002,2025-02-04,3,Salary,12995.89
4003,2025-02-04,1,Cloud Hosting,4994.39
4004,2025-02-05,3,Cloud Hosting,2984.09
4005,2025-02-05,5,Salary,7742.7
4006,2025-02-05,3,Cloud Hosting,3977.4
4007,2025-02-05,1,Travel,672.36
4008,2025-02-05,3,Travel,3376.8
4009,2025-02-05,4,Marketing,4239.07
4010,2025-02-05,1,Software,1452.67
4011,2025-02-05,4,Cloud Hosting,3297.39
4012,2025-02-05,2,Travel,1752.72
4013,2025-02-05,1,Travel,1250.49
4014,2025-02-05,5,Travel,1393.3
4015,2025-02-05,4,Salary,6798.04
4016,2025-02-05,3,Cloud Hosting,4384.56
4017,2025-02-06,2,Marketing,2028.31
4018,2025-02-06,1,Travel,1084.16
4019,2025-02-06,1,Office,357.96
4020,2025-02-06,4,Travel,2403.58
4021,2025-02-06,5,Salary,12173.58
4022,2025-02-06,3,Salary,14752.82
4023,2025-02-06,3,Salary,10404.41
4024,2025-02-07,2,Travel,1528.97
4025,2025-02-07,5,Salary,9438.13
4026,2025-02-07,1,Travel,1100.52
4027,2025-02-07,5,Cloud Hosting,2045.39
4028,2025-02-07,4,Office,199.95
4029,2025-02-08,2,Cloud Hosting,416.06
4030,2025-02-08,3,Travel,1472.95
4031,2025-02-08,3,Software,1464.99
4032,2025-02-08,5,Cloud Hosting,446.44
4033,2025-02-08,1,Cloud Hosting,1667.1
4034,2025-02-08,5,Marketing,1178.75
4035,2025-02-08,2,Travel,3270.53
4036,2025-02-08,5,Travel,3177.18
4037,2025-02-08,3,Office,1415.92
4038,2025-02-08,5,Software,194.54
4039,2025-02-08,2,Office,633.53
4040,2025-02-09,1,Salary,14586.25
4041,2025-02-09,5,Marketing,4524.47
4042,2025-02-09,5,Travel,2989.01
4043,2025-02-09,1,Travel,3420.86
4044,2025-02-09,1,Travel,2506.99
4045,2025-02-09,5,Office,828.47
4046,2025-02-09,3,Cloud Hosting,1216.61
4047,2025-02-09,3,Travel,3662.06
4048,2025-02-09,2,Cloud Hosting,4055.33
4049,2025-02-09,2,Cloud Hosting,2442.36
4050,2025-02-09,1,Office,1070.3
4051,2025-02-09,4,Software,1149.46
4052,2025-02-09,5,Cloud Hosting,2676.52
4053,2025-02-09,4,Cloud Hosting,3144.53
4054,2025-02-09,4,Software,766.31
4055,2025-02-10,2,Travel,3150.5
4056,2025-02-10,5,Software,2031.12
4057,2025-02-10,3,Travel,3224.25
4058,2025-02-10,3,Cloud Hosting,854.43
4059,2025-02-10,4,Software,1564.58
4060,2025-02-10,5,Marketing,4459.4
4061,2025-02-10,2,Marketing,7134.84
4062,2025-02-11,1,Marketing,3930.38
4063,2025-02-11,4,Travel,3022.85
4064,2025-02-11,1,Marketing,6837.01
4065,2025-02-11,2,Salary,14899.33
4066,2025-02-11,5,Marketing,7068.16
4067,2025-02-12,3,Software,469.61
4068,2025-02-12,5,Office,438.01
4069,2025-02-12,1,Cloud Hosting,1883.0
4070,2025-02-12,5,Cloud Hosting,3161.16
4071,2025-02-12,1,Salary,5737.53
4072,2025-02-12,4,Cloud Hosting,4580.17
4073,2025-02-12,4,Office,1136.98
4074,2025-02-12,3,Software,2297.21
4075,2025-02-12,2,Office,1126.82
4076,2025-02-12,5,Office,1382.88
4077,2025-02-12,1,Travel,778.57
4078,2025-02-13,5,Travel,1605.52
4079,2025-02-13,4,Office,631.12
4080,2025-02-13,2,Software,1575.13
4081,2025-02-13,3,Travel,3790.12
4082,2025-02-13,2,Salary,7973.49
4083,2025-02-14,5,Salary,10176.78
4084,2025-02-14,5,Travel,2131.27
4085,2025-02-14,3,Software,1036.12
4086,2025-02-14,2,Cloud Hosting,4781.51
4087,2025-02-14,2,Salary,9305.38
4088,2025-02-14,5,Cloud Hosting,4434.04
4089,2025-02-14,1,Cloud Hosting,1932.52
4090,2025-02-14,1,Marketing,3014.9
4091,2025-02-14,4,Software,748.54
4092,2025-02-14,3,Marketing,7574.43
4093,2025-02-15,1,Travel,3713.16
4094,2025-02-15,3,Office,297.4
4095,2025-02-15,5,Marketing,6871.53
4096,2025-02-15,1,Marketing,5188.74
4097,2025-02-15,5,Salary,10379.16
4098,2025-02-15,1,Marketing,4418.56
4099,2025-02-15,3,Salary,7031.41
4100,2025-02-15,4,Travel,2981.94
4101,2025-02-15,2,Travel,3357.94
4102,2025-02-16,1,Salary,9444.05
4103,2025-02-16,4,Software,862.86
4104,2025-02-16,3,Marketing,6121.44
4105,2025-02-16,3,Salary,13036.41
4106,2025-02-16,2,Office,1118.31
4107,2025-02-16,2,Cloud Hosting,2683.18
4108,2025-02-16,4,Cloud Hosting,3263.93
4109,2025-02-16,1,Travel,2885.88
4110,2025-02-16,1,Cloud Hosting,2336.87
4111,2025-02-17,2,Cloud Hosting,4254.73
4112,2025-02-17,1,Office,1428.86
4113,2025-02-17,1,Office,444.28
4114,2025-02-17,4,Travel,3514.04
4115,2025-02-17,2,Marketing,2857.0
4116,2025-02-17,4,Marketing,6697.08
4117,2025-02-17,4,Office,495.64
4118,2025-02-17,1,Marketing,7655.83
4119,2025-02-17,2,Office,104.48
4120,2025-02-17,4,Salary,10577.37
4121,2025-02-17,2,Marketing,1271.69
4122,2025-02-17,3,Office,958.73
4123,2025-02-17,5,Office,428.6
4124,2025-02-18,5,Software,2005.13
4125,2025-02-18,3,Marketing,6884.84
4126,2025-02-18,4,Cloud Hosting,2604.04
4127,2025-02-18,4,Office,936.98
4128,2025-02-18,4,Travel,1322.59
4129,2025-02-18,1,Marketing,7740.43
4130,2025-02-18,4,Cloud Hosting,4856.0
4131,2025-02-18,2,Cloud Hosting,3413.37
4132,2025-02-18,2,Salary,9647.36
4133,2025-02-18,1,Cloud Hosting,1933.62
4134,2025-02-19,2,Office,1183.15
4135,2025-02-19,4,Software,1843.07
4136,2025-02-19,2,Office,140.55
4137,2025-02-19,5,Cloud Hosting,1311.0
4138,2025-02-19,1,Software,1730.55
4139,2025-02-19,3,Cloud Hosting,3472.45
4140,2025-02-19,4,Software,2446.19
4141,2025-02-19,4,Software,856.03
4142,2025-02-19,3,Salary,9855.05
4143,2025-02-19,3,Marketing,5453.86
4144,2025-02-19,3,Salary,9476.36
4145,2025-02-20,2,Travel,2236.85
4146,2025-02-20,1,Office,1427.03
4147,2025-02-20,5,Travel,1452.8
4148,2025-02-20,5,Travel,275.7
4149,2025-02-20,1,Office,1223.38
4150,2025-02-20,3,Salary,14122.29
4151,2025-02-20,1,Travel,2688.74
4152,2025-02-20,2,Travel,1575.97
4153,2025-02-21,5,Marketing,3768.68
4154,2025-02-21,2,Office,506.26
4155,2025-02-21,3,Marketing,3320.51
4156,2025-02-21,5,Marketing,6133.34
4157,2025-02-21,1,Salary,13454.82
4158,2025-02-21,1,Travel,2105.7
4159,2025-02-21,1,Software,555.14
4160,2025-02-21,1,Cloud Hosting,1381.02
4161,2025-02-22,3,Salary,12499.15
4162,2025-02-22,4,Software,480.46
4163,2025-02-22,3,Office,1306.78
4164,2025-02-22,1,Salary,10045.1
4165,2025-02-22,4,Office,128.22
4166,2025-02-22,5,Office,946.82
4167,2025-02-22,1,Marketing,6151.11
4168,2025-02-22,2,Software,2511.27
4169,2025-02-23,4,Cloud Hosting,2708.07
4170,2025-02-23,3,Salary,7740.5
4171,2025-02-23,1,Marketing,2849.89
4172,2025-02-23,5,Office,759.96
4173,2025-02-23,4,Cloud Hosting,737.39
4174,2025-02-23,5,Software,907.82
4175,2025-02-23,5,Cloud Hosting,2680.99
4176,2025-02-23,1,Software,2980.15
4177,2025-02-23,4,Office,1432.04
4178,2025-02-24,1,Office,733.18
4179,2025-02-24,1,Travel,1709.92
4180,2025-02-24,4,Marketing,3588.75
4181,2025-02-24,1,Travel,2642.71
4182,2025-02-24,2,Cloud Hosting,4105.5
4183,2025-02-24,1,Salary,10608.85
4184,2025-02-24,4,Marketing,5153.87
4185,2025-02-24,2,Salary,9031.95
4186,2025-02-24,5,Software,2196.79
4187,2025-02-24,2,Travel,423.95
4188,2025-02-24,3,Software,1294.39
4189,2025-02-24,3,Office,1268.05
4190,2025-02-24,3,Salary,11889.98
4191,2025-02-25,1,Software,877.62
4192,2025-02-25,5,Marketing,6562.87
4193,2025-02-25,4,Travel,1389.46
4194,2025-02-25,2,Office,550.57
4195,2025-02-25,4,Office,820.2
4196,2025-02-25,1,Office,1389.72
4197,2025-02-25,1,Software,1189.49
4198,2025-02-25,2,Salary,10199.39
4199,2025-02-25,2,Salary,6973.68
4200,2025-02-25,1,Salary,13855.03
4201,2025-02-25,2,Software,1915.88
4202,2025-02-25,4,Travel,731.49
4203,2025-02-25,4,Travel,1717.74
4204,2025-02-25,1,Cloud Hosting,2346.75
4205,2025-02-26,3,Office,831.47
4206,2025-02-26,3,Travel,2342.48
4207,2025-02-26,2,Marketing,3031.38
4208,2025-02-26,2,Office,1223.94
4209,2025-02-26,3,Office,827.13
4210,2025-02-26,4,Cloud Hosting,2475.54
4211,2025-02-26,2,Cloud Hosting,1071.92
4212,2025-02-26,4,Office,113.75
4213,2025-02-26,2,Software,536.01
4214,2025-02-27,3,Salary,12014.65
4215,2025-02-27,1,Marketing,4764.12
4216,2025-02-27,1,Cloud Hosting,587.21
4217,2025-02-27,5,Software,553.71
4218,2025-02-27,5,Cloud Hosting,4451.71
4219,2025-02-27,1,Cloud Hosting,4661.03
4220,2025-02-28,4,Cloud Hosting,3047.0
4221,2025-02-28,3,Cloud Hosting,3235.15
4222,2025-02-28,3,Software,1727.23
4223,2025-02-28,2,Office,208.47
4224,2025-02-28,1,Marketing,6114.61
4225,2025-02-28,2,Cloud Hosting,1535.81
4226,2025-02-28,2,Salary,12968.84
4227,2025-02-28,4,Travel,1454.61
4228,2025-02-28,5,Travel,1253.5
4229,2025-03-01,4,Office,393.03
4230,2025-03-01,2,Salary,14890.87
4231,2025-03-01,5,Salary,6464.92
4232,2025-03-01,4,Marketing,7122.3
4233,2025-03-01,1,Cloud Hosting,4510.98
4234,2025-03-01,2,Salary,10117.05
4235,2025-03-01,4,Software,2028.04
4236,2025-03-01,3,Cloud Hosting,2651.76
4237,2025-03-01,2,Salary,10601.45
4238,2025-03-01,4,Software,2148.11
4239,2025-03-01,3,Cloud Hosting,4241.65
4240,2025-03-01,5,Cloud Hosting,667.54
4241,2025-03-01,2,Travel,3830.37
4242,2025-03-01,3,Office,1095.89
4243,2025-03-02,4,Travel,2062.36
4244,2025-03-02,1,Cloud Hosting,2922.15
4245,2025-03-02,3,Software,616.24
4246,2025-03-02,4,Cloud Hosting,3922.5
4247,2025-03-02,4,Cloud Hosting,1304.77
4248,2025-03-02,2,Travel,1653.34
4249,2025-03-02,1,Marketing,2370.85
4250,2025-03-02,5,Cloud Hosting,1215.98
4251,2025-03-02,3,Travel,1448.12
4252,2025-03-02,3,Cloud Hosting,2663.13
4253,2025-03-02,5,Salary,7730.28
4254,2025-03-03,4,Cloud Hosting,2171.98
4255,2025-03-03,3,Office,483.84
4256,2025-03-03,5,Salary,13233.26
4257,2025-03-03,4,Office,1496.12
4258,2025-03-03,4,Office,786.42
4259,2025-03-03,5,Software,2441.55
4260,2025-03-03,3,Salary,5288.37
4261,2025-03-03,2,Office,1087.9
4262,2025-03-03,2,Marketing,1579.77
4263,2025-03-03,1,Salary,9433.78
4264,2025-03-03,1,Office,539.93
4265,2025-03-03,3,Travel,3936.93
4266,2025-03-03,5,Marketing,6162.18
4267,2025-03-03,3,Cloud Hosting,4519.36
4268,2025-03-03,5,Marketing,6054.95
4269,2025-03-04,1,Travel,3774.07
4270,2025-03-04,4,Software,2529.38
4271,2025-03-04,1,Office,190.94
4272,2025-03-04,2,Travel,2970.04
4273,2025-03-04,2,Salary,9433.99
4274,2025-03-04,5,Cloud Hosting,1233.81
4275,2025-03-04,4,Travel,857.28
4276,2025-03-04,1,Office,535.63
4277,2025-03-04,3,Travel,647.32
4278,2025-03-04,5,Software,2524.71
4279,2025-03-05,4,Travel,535.02
4280,2025-03-05,2,Salary,12295.5
4281,2025-03-05,3,Marketing,5138.04
4282,2025-03-05,2,Salary,12887.37
4283,2025-03-05,3,Marketing,4222.44
4284,2025-03-05,2,Office,530.9
4285,2025-03-06,2,Office,1146.37
4286,2025-03-06,2,Office,534.68
4287,2025-03-06,3,Software,616.21
4288,2025-03-06,5,Marketing,3208.79
4289,2025-03-06,2,Marketing,2909.6
4290,2025-03-06,2,Marketing,7854.95
4291,2025-03-06,4,Cloud Hosting,1543.36
4292,2025-03-06,3,Software,1778.22
4293,2025-03-06,5,Cloud Hosting,2413.46
4294,2025-03-06,2,Office,151.42
4295,2025-03-06,4,Travel,791.68
4296,2025-03-06,2,Travel,3976.27
4297,2025-03-06,3,Software,1973.42
4298,2025-03-06,3,Office,390.43
4299,2025-03-06,5,Office,872.26
4300,2025-03-07,5,Salary,12734.09
4301,2025-03-07,2,Cloud Hosting,2498.13
4302,2025-03-07,1,Salary,10170.3
4303,2025-03-07,2,Office,765.29
4304,2025-03-07,5,Software,1036.67
4305,2025-03-07,4,Travel,2701.56
4306,2025-03-07,3,Salary,12012.88
4307,2025-03-07,3,Office,1317.06
4308,2025-03-07,2,Salary,9214.08
4309,2025-03-08,1,Cloud Hosting,1179.42
4310,2025-03-08,3,Cloud Hosting,1064.9
4311,2025-03-08,2,Travel,3057.77
4312,2025-03-08,5,Software,1423.69
4313,2025-03-08,4,Travel,2977.63
4314,2025-03-08,2,Software,832.47
4315,2025-03-08,5,Cloud Hosting,1888.03
4316,2025-03-08,4,Office,520.24
4317,2025-03-08,5,Marketing,1754.99
4318,2025-03-08,3,Software,2866.55
4319,2025-03-09,1,Travel,823.3
4320,2025-03-09,3,Marketing,7206.17
4321,2025-03-09,5,Office,377.85
4322,2025-03-09,2,Travel,693.59
4323,2025-03-09,1,Cloud Hosting,4860.53
4324,2025-03-09,2,Cloud Hosting,4067.0
4325,2025-03-09,4,Software,579.49
4326,2025-03-09,2,Salary,7004.07
4327,2025-03-09,3,Marketing,3152.69
4328,2025-03-09,2,Marketing,7004.34
4329,2025-03-09,1,Software,2199.99
4330,2025-03-10,5,Office,1283.94
4331,2025-03-10,1,Cloud Hosting,2543.52
4332,2025-03-10,1,Cloud Hosting,2512.76
4333,2025-03-10,4,Office,1078.29
4334,2025-03-10,4,Software,2510.91
4335,2025-03-10,2,Office,1168.28
4336,2025-03-10,4,Salary,6285.02
4337,2025-03-11,3,Software,2704.26
4338,2025-03-11,4,Office,935.71
4339,2025-03-11,1,Travel,1518.1
4340,2025-03-11,5,Office,137.65
4341,2025-03-11,2,Travel,3117.81
4342,2025-03-11,3,Cloud Hosting,1897.3
4343,2025-03-11,5,Salary,10991.7
4344,2025-03-12,2,Salary,6380.8
4345,2025-03-12,1,Marketing,2478.63
4346,2025-03-12,1,Software,1084.8
4347,2025-03-12,2,Office,696.0
4348,2025-03-12,3,Cloud Hosting,2118.03
4349,2025-03-12,1,Software,856.96
4350,2025-03-12,2,Software,574.27
4351,2025-03-12,5,Office,1267.93
4352,2025-03-12,1,Software,1104.23
4353,2025-03-12,1,Office,1018.22
4354,2025-03-12,1,Software,566.56
4355,2025-03-13,5,Travel,1659.16
4356,2025-03-13,1,Software,1509.8
4357,2025-03-13,4,Office,691.44
4358,2025-03-13,3,Salary,9249.81
4359,2025-03-13,1,Office,945.09
4360,2025-03-13,5,Software,1181.19
4361,2025-03-13,3,Software,2548.09
4362,2025-03-14,2,Salary,14807.35
4363,2025-03-14,4,Travel,3507.19
4364,2025-03-14,2,Salary,5069.57
4365,2025-03-14,5,Office,460.97
4366,2025-03-14,5,Travel,2964.99
4367,2025-03-14,4,Software,240.78
4368,2025-03-14,1,Cloud Hosting,871.29
4369,2025-03-14,4,Software,1164.6
4370,2025-03-14,3,Travel,1158.84
4371,2025-03-14,3,Cloud Hosting,3904.12
4372,2025-03-15,3,Travel,879.17
4373,2025-03-15,4,Cloud Hosting,382.34
4374,2025-03-15,3,Cloud Hosting,3289.12
4375,2025-03-15,1,Travel,1557.53
4376,2025-03-15,5,Salary,12386.8
4377,2025-03-16,1,Marketing,4744.9
4378,2025-03-16,2,Marketing,5430.44
4379,2025-03-16,3,Software,1101.62
4380,2025-03-16,5,Software,807.89
4381,2025-03-16,5,Office,896.7
4382,2025-03-16,1,Salary,8265.88
4383,2025-03-16,2,Salary,11093.53
4384,2025-03-16,1,Office,634.68
4385,2025-03-17,3,Cloud Hosting,2285.89
4386,2025-03-17,2,Salary,14503.59
4387,2025-03-17,1,Cloud Hosting,4233.21
4388,2025-03-17,1,Software,2401.57
4389,2025-03-17,3,Travel,3980.69
4390,2025-03-17,5,Travel,2248.8
4391,2025-03-18,1,Office,623.93
4392,2025-03-18,2,Software,2306.09
4393,2025-03-18,3,Software,2265.92
4394,2025-03-18,3,Marketing,4510.94
4395,2025-03-18,5,Salary,8986.71
4396,2025-03-18,3,Marketing,2908.76
4397,2025-03-18,2,Software,154.28
4398,2025-03-18,2,Software,896.83
4399,2025-03-19,3,Travel,569.16
4400,2025-03-19,1,Marketing,5963.06
4401,2025-03-19,1,Marketing,5279.7
4402,2025-03-19,5,Office,1257.76
4403,2025-03-19,4,Travel,2612.14
4404,2025-03-19,5,Cloud Hosting,2128.49
4405,2025-03-19,1,Travel,1503.21
4406,2025-03-19,3,Cloud Hosting,4166.35
4407,2025-03-19,4,Marketing,6980.49
4408,2025-03-19,2,Software,1643.5
4409,2025-03-19,4,Marketing,2789.85
4410,2025-03-19,5,Salary,14677.24
4411,2025-03-20,5,Software,2956.35
4412,2025-03-20,2,Salary,12480.11
4413,2025-03-20,3,Travel,1355.32
4414,2025-03-20,4,Cloud Hosting,3470.16
4415,2025-03-20,2,Salary,11248.63
4416,2025-03-20,5,Marketing,3461.38
4417,2025-03-20,4,Software,2987.89
4418,2025-03-20,3,Salary,10564.39
4419,2025-03-20,2,Software,1188.32
4420,2025-03-20,2,Travel,1638.03
4421,2025-03-20,1,Salary,8957.5
4422,2025-03-20,1,Marketing,4995.22
4423,2025-03-20,2,Marketing,6368.12
4424,2025-03-20,4,Office,870.1
4425,2025-03-20,2,Cloud Hosting,2265.45
4426,2025-03-21,3,Cloud Hosting,3921.35
4427,2025-03-21,1,Office,1029.93
4428,2025-03-21,3,Office,803.23
4429,2025-03-21,4,Travel,1055.38
4430,2025-03-21,4,Software,2294.8
4431,2025-03-21,4,Cloud Hosting,1037.75
4432,2025-03-21,4,Marketing,3018.85
4433,2025-03-21,3,Travel,3099.15
4434,2025-03-21,2,Office,1056.69
4435,2025-03-21,4,Salary,10801.58
4436,2025-03-21,4,Software,1289.85
4437,2025-03-21,1,Office,966.43
4438,2025-03-21,5,Marketing,5339.44
4439,2025-03-21,5,Salary,10705.85
4440,2025-03-22,3,Salary,11098.13
4441,2025-03-22,5,Marketing,5378.47
4442,2025-03-22,1,Office,1432.58
4443,2025-03-22,5,Salary,13835.12
4444,2025-03-22,4,Office,872.88
4445,2025-03-22,2,Marketing,4204.38
4446,2025-03-22,2,Office,345.3
4447,2025-03-22,2,Office,551.81
4448,2025-03-22,1,Cloud Hosting,4503.89
4449,2025-03-22,5,Marketing,4228.26
4450,2025-03-22,5,Marketing,4105.57
4451,2025-03-23,4,Marketing,4501.5
4452,2025-03-23,5,Salary,13378.75
4453,2025-03-23,2,Marketing,4235.49
4454,2025-03-23,1,Salary,12486.09
4455,2025-03-23,4,Office,1313.89
4456,2025-03-23,4,Software,304.06
4457,2025-03-23,3,Software,2661.74
4458,2025-03-23,1,Travel,2920.02
4459,2025-03-24,5,Office,1100.67
4460,2025-03-24,4,Software,2500.49
4461,2025-03-24,3,Salary,13116.62
4462,2025-03-24,1,Office,608.72
4463,2025-03-24,5,Office,980.98
4464,2025-03-24,4,Software,2383.53
4465,2025-03-24,2,Salary,13470.7
4466,2025-03-24,1,Travel,2943.58
4467,2025-03-24,4,Cloud Hosting,3385.72
4468,2025-03-24,2,Marketing,6568.87
4469,2025-03-24,3,Marketing,1679.88
4470,2025-03-24,1,Office,741.54
4471,2025-03-24,4,Office,1153.5
4472,2025-03-24,3,Cloud Hosting,1687.87
4473,2025-03-25,4,Cloud Hosting,3587.94
4474,2025-03-25,3,Travel,2458.83
4475,2025-03-25,2,Marketing,4652.46
4476,2025-03-25,2,Salary,13801.71
4477,2025-03-25,3,Travel,2912.45
4478,2025-03-25,2,Cloud Hosting,2967.91
4479,2025-03-25,4,Cloud Hosting,3651.47
4480,2025-03-25,3,Office,316.22
4481,2025-03-25,2,Office,305.14
4482,2025-03-25,4,Cloud Hosting,1509.34
4483,2025-03-25,1,Marketing,6956.43
4484,2025-03-25,3,Travel,763.78
4485,2025-03-26,3,Cloud Hosting,3689.36
4486,2025-03-26,5,Office,668.18
4487,2025-03-26,2,Travel,3895.13
4488,2025-03-26,2,Office,921.99
4489,2025-03-26,3,Travel,2188.68
4490,2025-03-27,2,Software,2625.27
4491,2025-03-27,2,Software,1503.6
4492,2025-03-27,1,Software,2039.36
4493,2025-03-27,3,Salary,7248.25
4494,2025-03-27,2,Marketing,2050.62
4495,2025-03-27,1,Travel,2669.99
4496,2025-03-27,4,Cloud Hosting,2458.81
4497,2025-03-27,1,Office,1275.97
4498,2025-03-27,2,Travel,3017.24
4499,2025-03-27,1,Cloud Hosting,2172.91
4500,2025-03-27,3,Salary,10074.17
4501,2025-03-28,5,Travel,3417.1
4502,2025-03-28,1,Travel,3887.66
4503,2025-03-28,4,Salary,10667.02
4504,2025-03-28,2,Marketing,2792.5
4505,2025-03-28,2,Office,1065.58
4506,2025-03-28,2,Office,419.68
4507,2025-03-28,4,Office,348.4
4508,2025-03-28,3,Travel,2297.51
4509,2025-03-28,2,Salary,12333.37
4510,2025-03-29,5,Marketing,3119.33
4511,2025-03-29,2,Marketing,2707.58
4512,2025-03-29,4,Travel,1964.23
4513,2025-03-29,1,Travel,1411.66
4514,2025-03-29,1,Office,375.0
4515,2025-03-29,4,Salary,5833.86
4516,2025-03-30,5,Salary,10893.76
4517,2025-03-30,4,Travel,1339.85
4518,2025-03-30,5,Salary,9297.56
4519,2025-03-30,4,Salary,12773.96
4520,2025-03-30,5,Marketing,6640.36
4521,2025-03-30,4,Travel,3970.5
4522,2025-03-30,4,Cloud Hosting,3126.36
4523,2025-03-30,2,Software,1053.05
4524,2025-03-31,3,Travel,3815.46
4525,2025-03-31,3,Cloud Hosting,4376.13
4526,2025-03-31,3,Marketing,2927.02
4527,2025-03-31,5,Travel,1373.46
4528,2025-03-31,1,Software,2933.96
4529,2025-03-31,4,Marketing,1045.62
4530,2025-03-31,4,Travel,2083.99
4531,2025-03-31,1,Marketing,6323.06
4532,2025-03-31,3,Office,232.4
4533,2025-03-31,3,Software,1949.86
4534,2025-03-31,2,Travel,935.66
4535,2025-03-31,2,Salary,7132.16
4536,2025-04-01,3,Cloud Hosting,3902.18
4537,2025-04-01,1,Software,2085.76
4538,2025-04-01,2,Travel,2369.83
4539,2025-04-01,3,Marketing,2094.71
4540,2025-04-01,2,Software,2571.84
4541,2025-04-01,2,Travel,1437.59
4542,2025-04-01,4,Travel,2683.26
4543,2025-04-01,3,Software,763.3
4544,2025-04-01,4,Cloud Hosting,4691.35
4545,2025-04-01,3,Cloud Hosting,981.44
4546,2025-04-01,3,Cloud Hosting,4197.39
4547,2025-04-01,4,Cloud Hosting,1747.68
4548,2025-04-01,4,Travel,3098.24
4549,2025-04-02,1,Software,2909.17
4550,2025-04-02,2,Cloud Hosting,4882.43
4551,2025-04-02,1,Cloud Hosting,4147.11
4552,2025-04-02,2,Marketing,5634.38
4553,2025-04-02,3,Cloud Hosting,4212.99
4554,2025-04-03,4,Cloud Hosting,4017.32
4555,2025-04-03,5,Cloud Hosting,2931.87
4556,2025-04-03,2,Marketing,5322.89
4557,2025-04-03,3,Software,409.82
4558,2025-04-03,2,Marketing,3278.38
4559,2025-04-04,5,Office,757.82
4560,2025-04-04,4,Salary,11878.01
4561,2025-04-04,4,Office,449.78
4562,2025-04-04,5,Travel,1625.07
4563,2025-04-04,1,Salary,11396.29
4564,2025-04-04,5,Cloud Hosting,2036.41
4565,2025-04-04,1,Cloud Hosting,2517.65
4566,2025-04-04,1,Office,554.36
4567,2025-04-04,4,Office,1254.03
4568,2025-04-04,5,Marketing,3091.99
4569,2025-04-04,5,Marketing,1616.04
